product_name,Price,Description,Category,StockQuantity,Brand,Rating,Warehouse
Kite,282.9,Speech stand thought.,Toys,25.0,Chicco,1.9,Italy
Lego,242.05,Conference at under.,Toys,83.0,Hasbro,3.2,Sweden
Toy Boat,151.31,Blood magazine thus senior.,Toys,66.0,Thomas & Friends,2.1,Germany
Play-Doh,417.4,Power standard hundred number sound either.,Toys,59.0,Peppa Pig,1.1,Netherlands
Kite,279.63,Oil free beat story open describe writer be.,Toys,64.0,Schleich,1.8,France
Hot Wheels,139.64,You challenge base allow base difficult product.,Toys,62.0,Marvel,4.8,Singapore
Action Figure,416.87,Chance career build husband yourself enough.,Toys,4.0,Transformers,4.2,Belgium
Board Game,207.94,Hear far dark person.,Toys,83.0,DC Comics,2.4,Russia
Building Blocks,88.84,Thing memory tree nature.,Toys,82.0,Chicco,4.7,Russia
Play-Doh,247.92,Behind material should send fire.,Toys,31.0,Peppa Pig,1.1,Thailand
Teddy Bear,292.47,Mr yet everything young never operation help skill.,Toys,85.0,Fisher-Price,3.2,Philippines
Marbles,26.78,Cause should job natural matter join.,Toys,18.0,Chicco,4.1,Hungary
Teddy Bear,405.72,Now family approach to company series.,Toys,70.0,Fisher-Price,1.6,Romania
Toy Plane,376.19,Tell myself whether information customer.,Toys,7.0,Fisher-Price,3.4,Japan
Dollhouse,494.62,Finally tough war establish guy.,Toys,91.0,Barbie,4.6,Italy
Dollhouse,27.64,Congress test blood.,Toys,14.0,Peppa Pig,2.9,Ukraine
Barbie Doll,7.5,Effort computer tell trip hour.,Toys,7.0,Schleich,2.4,Argentina
Toy Kitchen Set,367.55,Service stock under between assume sort who.,Toys,19.0,Marvel,5.0,Austria
Toy Tool Set,256.71,Chair include machine free.,Toys,16.0,Thomas & Friends,2.3,Australia
Rubik's Cube,178.38,Government charge notice note exactly.,Toys,31.0,Mega Bloks,3.5,Argentina
Rubik's Cube,295.81,Doctor loss fast cultural.,Toys,21.0,LeapFrog,3.2,Saudi Arabia
Card Game,143.47,Southern hold throughout loss agreement.,Toys,88.0,VTech,3.6,Russia
Board Game,397.11,That despite into.,Toys,35.0,Mega Bloks,5.0,Romania
Toy Guitar,258.64,Order strategy information opportunity hand read.,Toys,85.0,Transformers,2.6,India
Toy Plane,59.51,Kid hear condition.,Toys,85.0,LeapFrog,3.8,Austria
Puzzle,471.56,Contain list within space woman.,Toys,76.0,Barbie,2.6,India
Card Game,211.86,What energy learn side hear explain.,Toys,32.0,My Little Pony,3.0,Brazil
Toy Car,428.26,Trade actually court green today save case.,Toys,89.0,Paw Patrol,2.6,Portugal
Toy Helicopter,148.92,Drive may effect start girl can.,Toys,56.0,Transformers,5.0,Colombia
Toy Drum Set,423.43,Might nor pick yourself soldier play.,Toys,74.0,Barbie,4.7,South Korea
Lego,289.86,Operation participant decide answer draw consider.,Toys,90.0,Little Tikes,4.0,Italy
Remote Control Car,210.46,Other challenge not sense send.,Toys,15.0,Paw Patrol,2.8,Germany
Building Blocks,180.77,So population job similar few get.,Toys,21.0,Nerf,3.9,Sweden
Board Game,220.7,Worry deep rise out marriage show.,Toys,56.0,Disney,2.3,South Korea
Toy Plane,224.19,Morning really job mission recognize.,Toys,39.0,Mega Bloks,2.3,Saudi Arabia
Toy Helicopter,335.12,Study perform network method player drive hope.,Toys,82.0,Fisher-Price,1.8,Philippines
Yo-Yo,438.83,About draw trial certainly relationship require.,Toys,39.0,Mattel,2.3,South Africa
Dollhouse,110.48,Cultural indicate adult remain reality south from.,Toys,11.0,Hot Wheels,2.4,India
Toy Soldier,87.53,Wrong season main daughter wonder our until.,Toys,86.0,Disney,2.0,Thailand
Toy Helicopter,329.61,Indicate sister their six we.,Toys,95.0,Mattel,4.6,Thailand
Board Game,321.49,Film soon catch family expect.,Toys,22.0,Melissa & Doug,1.4,Peru
Toy Plane,229.59,Thing huge yet campaign office.,Toys,29.0,Playmobil,1.3,China
Card Game,170.41,Have student career decision beyond by.,Toys,61.0,Transformers,2.2,Portugal
Marbles,377.03,Water key kid could here class.,Toys,53.0,My Little Pony,3.6,United Arab Emirates
Toy Drum Set,73.36,Various deal look hundred condition.,Toys,19.0,Hasbro,1.0,South Korea
Toy Plane,403.09,Myself TV although myself simple apply natural.,Toys,63.0,Marvel,3.4,India
Board Game,76.62,Relationship true table often.,Toys,63.0,Fisher-Price,4.0,Peru
Card Game,214.34,Tonight hand event drop hard.,Toys,97.0,LeapFrog,1.2,Portugal
Puzzle,232.47,Authority Democrat enough section.,Toys,9.0,Thomas & Friends,1.7,South Korea
Card Game,129.03,Out pretty able color wife social yourself.,Toys,60.0,Paw Patrol,1.7,India
Robot Toy,361.3,Beautiful message idea thousand seem.,Toys,88.0,Barbie,4.8,India
Dollhouse,14.77,Black spring road network group fire send.,Toys,79.0,Fisher-Price,1.1,China
Robot Toy,341.41,Goal black my across become trial.,Toys,5.0,Fisher-Price,2.5,Denmark
Toy Guitar,164.21,Sea near west scene.,Toys,26.0,LeapFrog,1.0,Spain
Play-Doh,473.44,Party effect hear.,Toys,59.0,Star Wars,1.5,Saudi Arabia
Toy Tool Set,219.72,Side impact build pay.,Toys,40.0,VTech,2.0,United Arab Emirates
Toy Helicopter,53.17,Trip bad hard though race.,Toys,58.0,Chicco,2.8,Russia
Teddy Bear,60.47,Support case human marriage power.,Toys,80.0,Hasbro,1.7,Singapore
Teddy Bear,31.74,Hair instead newspaper player talk.,Toys,94.0,Fisher-Price,1.1,Singapore
Hot Wheels,357.83,Deal build computer issue indicate follow.,Toys,62.0,Fisher-Price,1.3,Turkey
Remote Control Car,253.94,Discuss blood into arrive can.,Toys,77.0,Melissa & Doug,3.0,Finland
Teddy Bear,100.75,Material rock item rise.,Toys,27.0,Lego,4.0,Egypt
Puzzle,490.72,Probably situation design find chance myself themselves region.,Toys,79.0,Schleich,3.1,New Zealand
Kite,15.3,Story go perhaps else hit ball.,Toys,62.0,Nerf,1.8,Greece
Robot Toy,258.28,Great good past for.,Toys,29.0,Nerf,1.5,Canada
Toy Boat,459.87,Leave traditional age.,Toys,12.0,Schleich,3.4,France
Barbie Doll,75.02,Born standard prevent newspaper push.,Toys,48.0,Chicco,4.3,Finland
Yo-Yo,249.31,Experience be him public reveal mouth everyone.,Toys,59.0,Star Wars,1.1,Japan
Lego,51.43,Process no peace within serious today cover.,Toys,14.0,Peppa Pig,4.2,Indonesia
Card Game,147.69,Standard better oil along.,Toys,28.0,Little Tikes,2.6,Switzerland
Play-Doh,119.29,Gun dog happen design mother page movement need.,Toys,20.0,VTech,1.9,Saudi Arabia
Dollhouse,44.5,Hot pull source pressure.,Toys,52.0,Fisher-Price,3.3,Indonesia
Board Game,450.52,Agree church law.,Toys,61.0,Peppa Pig,3.2,Israel
Stuffed Animal,268.14,Win lose responsibility leg dark.,Toys,52.0,Peppa Pig,3.1,Brazil
Hot Wheels,145.52,Wall cause us senior laugh put half.,Toys,84.0,Transformers,4.3,Peru
Board Game,499.76,So nor myself phone somebody.,Toys,79.0,Play-Doh,2.6,Denmark
Toy Train,31.85,Anything stand common boy participant care sister.,Toys,6.0,My Little Pony,2.2,Ireland
Stuffed Animal,273.14,Project sign town arrive.,Toys,91.0,Playmobil,4.7,Netherlands
Yo-Yo,5.25,Top research available name allow TV.,Toys,78.0,Paw Patrol,4.7,Finland
Puzzle,274.34,Spend necessary direction sort character focus.,Toys,92.0,Barbie,2.9,Russia
Toy Drum Set,155.57,Write study attack available environment.,Toys,77.0,Paw Patrol,2.9,Belgium
Rubik's Cube,255.04,Mrs statement watch hotel economy feeling.,Toys,79.0,Disney,2.3,Belgium
Hot Wheels,346.51,Program director agent become catch.,Toys,51.0,Peppa Pig,4.2,United Arab Emirates
Toy Plane,111.12,Record edge simple those great.,Toys,44.0,Schleich,3.6,Mexico
Toy Kitchen Set,173.82,Cause artist letter ok heart girl again.,Toys,89.0,Nickelodeon,3.4,Italy
Toy Boat,170.95,They season choice century win other assume.,Toys,2.0,Brio,2.0,United States
Toy Train,478.75,Radio western purpose term.,Toys,93.0,Paw Patrol,2.6,Netherlands
Dollhouse,321.07,Each have pull government skill.,Toys,41.0,Little Tikes,2.9,Norway
Hot Wheels,429.39,He true on southern front.,Toys,52.0,Melissa & Doug,4.6,Chile
Board Game,46.22,Speech pressure hand tax mind off general benefit.,Toys,47.0,Mega Bloks,3.9,South Africa
Toy Car,422.5,Year able school garden whom maintain mind.,Toys,45.0,Fisher-Price,1.1,Sweden
Hot Wheels,342.09,World right include month try night dinner.,Toys,57.0,Schleich,3.2,United Kingdom
Toy Dinosaur,200.09,Carry sort camera do responsibility policy dream.,Toys,73.0,Peppa Pig,3.5,Greece
Toy Guitar,75.81,Food energy value deal than local up.,Toys,66.0,Paw Patrol,3.2,Vietnam
Hot Wheels,207.2,Much be step perform stuff audience water.,Toys,39.0,Hot Wheels,4.9,Malaysia
Barbie Doll,20.86,Identify wait institution explain bank.,Toys,57.0,Play-Doh,4.8,Singapore
Action Figure,342.76,Step better oil marriage rest.,Toys,68.0,Melissa & Doug,1.1,China
Toy Boat,245.37,Political move list they note relate office also.,Toys,20.0,Star Wars,1.6,Colombia
Toy Boat,402.71,Surface keep claim fact meet.,Toys,100.0,Paw Patrol,3.1,Singapore
Toy Guitar,17.55,Own pattern join tell federal themselves sign.,Toys,17.0,Hasbro,4.9,Peru
Kite,141.65,Again fear may expect trouble claim.,Toys,81.0,Lego,1.7,Japan
Toy Drum Set,261.49,Situation reach join.,Toys,62.0,Little Tikes,1.0,Singapore
Teddy Bear,496.77,Middle energy store audience.,Toys,28.0,Nerf,2.7,Israel
Kite,318.86,Do receive serve.,Toys,11.0,Hasbro,4.1,Norway
Dollhouse,97.15,The fall growth board believe effect.,Toys,15.0,Melissa & Doug,1.9,South Africa
Toy Car,60.58,Life live work have six meeting.,Toys,40.0,Mattel,4.8,Austria
Toy Drum Set,167.75,Build coach born likely bad increase.,Toys,97.0,Hasbro,1.4,Turkey
Building Blocks,487.29,Cell month room section trial protect responsibility.,Toys,34.0,Brio,4.0,United Arab Emirates
Remote Control Car,65.3,West read notice indicate.,Toys,46.0,Hasbro,2.5,Egypt
Toy Boat,251.48,Stop new executive area thank miss door.,Toys,38.0,Paw Patrol,3.2,Kuwait
Yo-Yo,459.69,Process strong answer Mrs type.,Toys,34.0,Hasbro,1.9,Indonesia
Play-Doh,166.27,Public or yet improve box later lawyer.,Toys,30.0,Tonka,2.2,Sweden
Barbie Doll,164.01,Claim yeah cultural imagine evidence system.,Toys,71.0,Paw Patrol,2.3,Finland
Toy Soldier,99.14,High middle day early education measure ball right.,Toys,27.0,Chicco,4.9,Poland
Toy Plane,305.97,Some learn happy dream election.,Toys,18.0,Mattel,2.1,Ukraine
Toy Kitchen Set,98.27,Agency call program hotel argue land coach suddenly.,Toys,3.0,Brio,2.3,Brazil
Barbie Doll,185.74,Feeling head public create nature give behavior.,Toys,12.0,Nerf,5.0,Peru
Toy Boat,145.39,Wide responsibility could ahead open month.,Toys,52.0,Brio,2.6,Egypt
Toy Car,179.08,Bank newspaper those condition worker.,Toys,67.0,Mattel,3.5,Philippines
Board Game,376.68,Store kid charge term table.,Toys,8.0,Lego,3.9,Romania
Robot Toy,278.82,Simple big high physical.,Toys,40.0,Star Wars,3.7,Mexico
Board Game,378.5,Get whom kid area west.,Toys,62.0,Mega Bloks,3.6,Hungary
Toy Kitchen Set,230.88,Season let generation dream find form program stand.,Toys,86.0,Chicco,4.3,South Africa
Building Blocks,443.56,Writer common somebody team although sound.,Toys,80.0,Lego,2.9,France
Teddy Bear,248.32,Go on score decade animal go hair million.,Toys,35.0,LeapFrog,2.4,Finland
Hot Wheels,426.12,Challenge build hope discuss natural.,Toys,68.0,DC Comics,1.4,Hungary
Marbles,52.03,Along war according paper ground model turn.,Toys,90.0,Tonka,2.0,Peru
Rubik's Cube,491.68,Gas less rate see piece prove water age.,Toys,25.0,Tonka,2.3,United Kingdom
Rubik's Cube,124.06,Media difficult national explain loss society trip answer.,Toys,92.0,Barbie,2.3,China
Marbles,256.02,Study realize right else.,Toys,36.0,Play-Doh,3.3,Colombia
Toy Kitchen Set,175.93,Crime course institution unit.,Toys,43.0,Marvel,4.6,Greece
Rubik's Cube,178.17,Natural education daughter available bring.,Toys,28.0,Little Tikes,2.6,Indonesia
Rubik's Cube,466.52,Within account just charge treat pressure how.,Toys,55.0,Barbie,4.7,Czech Republic
Card Game,330.18,Doctor region indicate quite we including.,Toys,78.0,Nerf,4.1,Portugal
Toy Tool Set,78.18,Central building number available.,Toys,43.0,Hot Wheels,3.8,Norway
Lego,43.57,Through half decision sit budget air expert thank.,Toys,79.0,Marvel,4.2,Kuwait
Robot Toy,478.19,Assume continue perhaps miss itself.,Toys,42.0,Barbie,4.8,Finland
Rubik's Cube,163.11,Edge season common later may walk.,Toys,97.0,Play-Doh,4.3,Mexico
Toy Piano,153.52,However into throw response.,Toys,78.0,Mattel,4.0,Belgium
Toy Soldier,235.91,These range part list nor analysis.,Toys,61.0,Lego,2.6,New Zealand
Marbles,243.7,Bring actually career.,Toys,24.0,Marvel,1.1,South Korea
Dollhouse,317.62,Skin as television air next.,Toys,22.0,Nickelodeon,4.0,Norway
Toy Soldier,277.5,Recognize sometimes cup better us either.,Toys,92.0,Transformers,1.8,Switzerland
Remote Control Car,217.95,That others north about read notice.,Toys,93.0,Fisher-Price,2.0,New Zealand
Lego,237.99,Identify next nearly.,Toys,80.0,Mega Bloks,2.3,Greece
Lego,437.86,Last baby use thing trouble to common.,Toys,100.0,Fisher-Price,4.2,Belgium
Toy Train,141.73,Number science weight step have player remember.,Toys,48.0,Tonka,1.0,Romania
Toy Car,234.68,Type point finally door about author.,Toys,6.0,Hasbro,1.9,China
Toy Drum Set,324.09,Meeting for him station central one buy.,Toys,80.0,Transformers,1.0,Russia
Robot Toy,472.81,Mother fight cold none born fire.,Toys,79.0,Paw Patrol,4.8,Kuwait
Toy Piano,337.75,Top while month drive everything full.,Toys,85.0,Disney,3.9,Israel
Dollhouse,199.02,Section develop control of arrive fire.,Toys,19.0,Star Wars,1.8,Switzerland
Teddy Bear,120.32,Address surface choice foot tough even.,Toys,18.0,Hot Wheels,2.9,France
Toy Car,200.68,Successful become either wrong north majority.,Toys,39.0,Fisher-Price,1.6,Austria
Hot Wheels,57.47,Piece camera country.,Toys,68.0,Nickelodeon,4.2,Switzerland
Lego,150.82,Beyond ok well letter budget service exactly cell.,Toys,89.0,Transformers,3.7,China
Toy Boat,230.01,They staff high its.,Toys,54.0,Peppa Pig,3.4,Kuwait
Building Blocks,23.19,Writer month even fact class.,Toys,49.0,Brio,4.0,Qatar
Stuffed Animal,276.9,Fast prepare job fund.,Toys,53.0,My Little Pony,3.4,Malaysia
Toy Piano,499.73,Firm summer talk popular hot.,Toys,51.0,Chicco,4.6,Denmark
Dollhouse,215.29,Experience religious technology standard.,Toys,96.0,LeapFrog,2.8,Indonesia
Dollhouse,152.07,Try road thought receive magazine.,Toys,36.0,Marvel,2.9,United Kingdom
Lego,107.55,Million ever marriage finally.,Toys,57.0,Nerf,3.5,Argentina
Toy Dinosaur,381.07,Already wrong line.,Toys,63.0,Marvel,1.1,Romania
Toy Train,480.89,Protect quite sell pull around build.,Toys,56.0,Little Tikes,3.4,Singapore
Robot Toy,328.35,Also human growth subject.,Toys,93.0,VTech,1.6,Peru
Lego,489.09,Wait allow party student walk.,Toys,76.0,Chicco,1.8,Ireland
Toy Drum Set,298.66,Actually indeed cost billion work.,Toys,36.0,Crayola,3.8,Israel
Puzzle,434.46,Store instead organization behavior.,Toys,44.0,Marvel,4.0,Hungary
Teddy Bear,472.42,Office new physical speech.,Toys,61.0,Barbie,3.8,Malaysia
Dollhouse,495.1,Mean them key contain pass score.,Toys,61.0,VTech,2.9,Philippines
Stuffed Animal,6.01,Possible project clear focus stuff available exist.,Toys,98.0,Hasbro,1.4,Indonesia
Robot Toy,323.17,Foreign apply song foreign.,Toys,62.0,Fisher-Price,3.1,Ukraine
Toy Train,288.7,Structure sea plant career.,Toys,7.0,Hot Wheels,1.5,Greece
Rubik's Cube,52.15,Late American effort should stuff.,Toys,18.0,Paw Patrol,5.0,Hungary
Toy Helicopter,86.08,Say still type else increase dream.,Toys,4.0,Fisher-Price,3.1,Israel
Toy Boat,63.91,Again improve about matter.,Toys,95.0,Melissa & Doug,3.9,Romania
Toy Helicopter,365.87,Hear article four although to.,Toys,28.0,LeapFrog,1.7,Czech Republic
Teddy Bear,461.35,Network others note talk.,Toys,46.0,Disney,2.2,South Africa
Robot Toy,119.35,Become industry perform all dark enough school.,Toys,2.0,Hot Wheels,4.1,Egypt
Teddy Bear,118.47,Let people several.,Toys,63.0,Lego,3.8,Romania
Building Blocks,140.68,Behavior charge one growth house.,Toys,60.0,Brio,1.2,Philippines
Hot Wheels,305.67,Bar most figure bar opportunity.,Toys,29.0,Crayola,4.1,China
Marbles,159.32,Soon wear together fact edge.,Toys,63.0,Mega Bloks,2.5,Qatar
Rubik's Cube,453.21,Decision public avoid.,Toys,50.0,Disney,2.9,United States
Board Game,310.04,Mrs billion third recent recently cold food.,Toys,26.0,Mega Bloks,2.5,Canada
Hot Wheels,171.61,Garden commercial away claim suggest today.,Toys,23.0,VTech,4.1,Greece
Toy Boat,71.61,Guy fact where interest there.,Toys,97.0,Peppa Pig,4.5,Spain
Card Game,157.37,Guess together idea option coach.,Toys,61.0,Schleich,1.8,Colombia
Teddy Bear,368.53,Situation enjoy staff myself author tough.,Toys,100.0,Play-Doh,4.3,Ukraine
Lego,163.46,Watch thousand represent past pretty inside receive response.,Toys,34.0,Paw Patrol,4.0,Colombia
Toy Plane,70.7,Vote ground reflect simply fund worker.,Toys,64.0,Thomas & Friends,2.6,New Zealand
Play-Doh,453.96,Begin benefit able rise down someone serious into.,Toys,40.0,Mattel,3.4,Canada
Lego,445.12,Treat sign business energy test drop language.,Toys,51.0,Thomas & Friends,5.0,United States
Toy Boat,257.18,Traditional show anyone experience college measure step discussion.,Toys,18.0,VTech,2.5,Peru
Teddy Bear,157.54,Stock memory wear.,Toys,65.0,Lego,3.0,Germany
Robot Toy,63.19,City item position laugh born religious hit.,Toys,87.0,Brio,2.6,Austria
Toy Drum Set,412.86,Itself student voice who.,Toys,36.0,Mega Bloks,2.6,Norway
Play-Doh,227.68,Recent it more team rich single goal.,Toys,86.0,My Little Pony,3.9,Czech Republic
Stuffed Animal,224.53,Structure behind lead board care seem.,Toys,52.0,My Little Pony,2.5,United States
Toy Tool Set,307.75,Push trip consumer positive report either discover community.,Toys,47.0,LeapFrog,1.2,Indonesia
Lego,470.87,Fear unit rather admit increase.,Toys,33.0,Mega Bloks,2.0,Finland
Toy Soldier,348.41,Huge customer crime capital as.,Toys,16.0,DC Comics,1.8,Colombia
Lego,397.13,Mrs cultural open law whose.,Toys,87.0,Fisher-Price,1.1,Italy
Yo-Yo,165.94,Public glass picture test.,Toys,98.0,Hot Wheels,1.3,Switzerland
Dollhouse,150.47,Throughout office step war.,Toys,74.0,Thomas & Friends,2.9,Romania
Teddy Bear,317.62,Buy quite manage whatever able although case.,Toys,42.0,Hot Wheels,1.2,Czech Republic
Toy Car,483.28,Trouble including beyond sound window.,Toys,81.0,Hot Wheels,3.6,Qatar
Play-Doh,417.45,Even sure work avoid.,Toys,36.0,Hot Wheels,4.6,Brazil
Hot Wheels,98.78,Possible white maybe picture expert certainly city.,Toys,31.0,LeapFrog,2.1,Germany
Board Game,46.28,Run green ok development image professional significant.,Toys,96.0,VTech,1.0,Austria
Play-Doh,489.18,Relationship high data officer when opportunity majority.,Toys,4.0,LeapFrog,3.4,Ireland
Toy Tool Set,455.88,Me final operation pressure his.,Toys,46.0,Mattel,4.7,Spain
Toy Train,225.86,Sing doctor interview write develop car toward.,Toys,23.0,Schleich,2.7,Turkey
Rubik's Cube,210.91,Collection dream two find success.,Toys,77.0,DC Comics,2.6,Brazil
Stuffed Animal,24.19,Official suggest seek painting plant sell politics.,Toys,53.0,Hasbro,4.4,Thailand
